bus_stop
肥後町
向日回生病院前
中久世一丁目
植物園前(京都府)
東新林町
ＪＲ藤森駅前
原谷
葛野大路高辻
文化庁前・府庁前
五条京阪〔清水五条駅〕
烏丸下長者町
大門町(京都府)
山科団地
西境谷町三丁目
北大路新町
京都外大前
十条竹田街道
下久世
花の舞公園前
丹波橋
千代原口
栂ノ尾
新林中通
柊野グラウンド前
千本今出川
大宮五条
上桂西居町
自衛隊前(京都府)
一条戻橋・晴明神社前
宮前橋西詰
法然院町
出雲路橋
国道東野
ユースホステル前(京都府)
御室
七条河原町
一乗寺青城町
川田道
桂坂小学校前
三栖大黒町
札ノ辻(京都府)
双ケ丘
深泥池
新林池公園
久我の杜
下町(京都市)
洛水高校前
三条京阪前
八条中学前
大宮交通公園前
南工業団地前(京都府)
北園町(京都府)
桂中学前
常盤御池町
西寺前(京都府)
嵐電妙心寺駅前
納所岸ノ下
左京区総合庁舎・京都工芸繊維大学前
伯楽町
中久世
一乗寺下り松町
角倉町
南田町(京都府)
同志社前
紅葉町
東土川橋
四条中新道
上賀茂松本町
等持院道
八丁畷(京都府)
境谷大橋
新葵橋
北野中学前
竹田出橋
岡崎道
ライトハウス前
山ノ内(京都府)
太秦開日町
西大路三条
西大路御池
一乗寺梅ノ木町
峰ケ堂町一丁目
東山二条・岡崎公園口
川島町(京都府)
二条駅前
菱妻神社前
七条壬生川
福王子
大覚寺(京都府)
塩小路橋
棒鼻
伏見インクライン前
御香宮前
西洞院仏光寺
中書島
聖母女学院前
糺ノ森
梅津西浦町
久世橋通大宮
塩小路高倉・京都市立芸術大学前
飛鳥井町
小枝橋
新林センター前
上賀茂橋
東元町(京都府)
北白川別当町
梅小路公園・ＪＲ梅小路京都西駅前
清水道
西賀茂車庫前
樫原鴫谷
桂坂中央
神川小学校前
西大路四条［阪急・嵐電西院駅］
五条大和大路・東山開睛館前
衣笠氷室町
二条駅西口
菱川〔京都市営〕
修学院道
六孫王神社前
高雄(京都府)
京都駅八条口
堀川中立売
西洞院正面
西墨染通
加茂川中学前
左京区総合庁舎前
上高野(京都府)
西桂坂
河原町三条北〔よるバス〕
一乗寺北大丸町
堀川三条
桂大橋
西院巽町
羅城門
東寺東門前
西丹波橋
堀川下立売
三条春日
河原町三条南〔よるバス〕
右京ふれあい文化会館前
府立体育館前［島津アリーナ京都前］
岡崎神社前
今出川大宮
京都明徳高校前
大宮中立売
東天王町
大枝山町西
蚕ノ社
桂滝川町
莚田町
西京極運動公園前
嵐山天龍寺前［嵐電嵐山駅］
嵐山公園
朝露ケ原町
久世橋通油小路
丸太町智恵光院
西小路花屋町
四条堀川
出雲路俵町
堀川上立売
松ヶ崎駅前
岡崎公園　ロームシアター京都・みやこめっせ前
上賀茂菖蒲園町
公会堂前(京都市西京区)
五条西洞院
日新電機前
竹田城南宮道
下鳥羽城ノ越町
桂離宮前
小渕町
下鳥羽
玄琢
千本上立売
桃山中学前
松ヶ崎橋
西京極午塚町
桃陵団地前
東寺町
下久我
神殿町
御経坂
神宮道
岡崎公園　動物園前
久世工業団地前
松室北河原町
洛西バスターミナル
一乗寺高槻町
市立病院前(京都市中京区)
十条油小路
上桂前田町
常徳寺前
北福西町
梅宮大社前
堀川下長者町
久世大薮町
東山安井
直違橋一丁目
木辻南町
下京区総合庁舎前
近衛通
東山七条
上賀茂御薗橋
上宮ノ前町
烏丸御池
伊織町
金閣寺道
天神公園前
三栖公園前
北山橋東詰
城ケ前町
南松ノ木町
国道下鳥羽
樫原小学校前
月輪
吉祥院宮ノ西町
龍谷大学前(京都府)
嵯峨釈迦堂前
西ノ京塚本町
等持院南町
地下鉄九条駅前［大石橋］
十条大宮
平和台町
紫野泉堂町
三ノ宮(京都府)
府立大学前(京都府)
裁判所前(京都府)
神光院前
大将軍
下三栖(京都府)
光華女子学園前
出雲路神楽町
四条葛野大路
西竹の里町
八条油小路
松ノ下町
丸太町御前通
洛西高校前
上樋爪
七条京阪前
三町(京都府)
岩倉操車場前
桂駅東口
地蔵前(京都府)
洛西大橋
松尾大利町
竹の里小学校前
烏丸北大路〔北大路駅前〕
柊野別れ
国道塚原
国道赤池
北野天満宮前
下鴨神社前
藤ノ森(京都市)
安井西口
北ノ口(京都府)
上ノ町(京都市)
一乗寺赤ノ宮町
上七軒
上鳥羽塔ノ森
中央公園南口
大宮田尻町
岩ノ本町
阪急嵐山駅前
嵯峨野秋街道町
稲荷大社前
樫原水築町
上賀茂豊田町
東桂坂
府立医大病院前
二条城前
納所北城堀
南福西町二丁目
堀川鞍馬口
桂川小学校前
樫原秤谷町
上鳥羽村山町
わら天神前
出町柳駅前
川島粟田町
御室仁和寺
立命館西園寺記念館前
葛野大路花屋町
四条烏丸［地下鉄四条駅］
川島六ノ坪町
馬場(京都府)
南福西町三丁目
南福西町［竹林公園前］
梅ヶ畑清水町
西大手筋
千本中立売
藤森神社
博物館三十三間堂前
西板橋
三ノ宮街道
百万遍
九条御前通
京都駅前
河原町三条
西ノ京藤ノ木町
桂高校前
北大路バスターミナル［地下鉄北大路駅］
御薗口町［上賀茂神社前］
市民防災センター前(京都府)
上野橋(京都府)
太秦開町
北野白梅町
立命館大学〔衣笠キャンパス構内〕
烏丸五条［地下鉄五条駅］
羽束師志水町
上終町・瓜生山学園　京都芸術大学前
上桂東ノ口
嵯峨瀬戸川町
庚申前(京都府)
南春日町(京都府)
東寺西門前
堀川御池
十条相深町
警察学校前(京都府)
坊町
烏丸二条
西大路松原
鳴滝本町
馬塚町
芝本(京都府)
吉祥院池田町
堀川丸太町
黒橋(京都府)
葛野大路九条
僧坊町
宇多野病院前
堀川蛸薬師
花園扇野町
九条河原町
七条千本
西洞院松原
西賀茂中学北
四条御前通
免許試験場前(京都府)
月見ケ丘(京都府)
葵橋西詰
上鳥羽小学校前
宮ノ前町
四条高倉
五条壬生川
ＪＲ桂川駅前(京都府)
丸太町七本松
下緑町
佛教大学前
板橋(京都市伏見区)
玄琢下
七条堀川
西ノ京円町［ＪＲ円町駅］
西久宝寺町
広沢池・佛大広沢校前
一乗寺清水町
城南宮(京都市伏見区中島)
長福寺道
河原町十条
西本願寺前
竹田駅西口
五条坂
吉祥院蒔絵町
城南宮道
御所ノ口
九条近鉄前
やまごえ温水プール前
大宮総門口町
北沓掛町六丁目
千本三条・朱雀立命館前
北上久世
西寺町
京都先端科学大学前
西京極
堀川松原
鷹峯源光庵前
上賀茂神社前
上池田町
東山三条［地下鉄東山駅］
有栖川
史跡公園前(京都府)
京大農学部前
立命館大学前
烏丸丸太町［地下鉄丸太町駅］
吉祥院車道町
久我石原町
広芝町(京都府)
山越中町
河原町東寺道
志久呂橋西詰
岩倉大鷺町
最上町(京都府)
高鼻町
下竹殿町
太子道
上賀茂榊田町
五条高倉
松ヶ崎海尻町
落合町
みぶ操車場前
樋爪口
国道東土川
四条西洞院
山越(京都府)
野々宮〔京都市営〕
竹田内畑町
烏丸三条
今熊野
常磐野小学校前
岡崎法勝寺町
川勝寺
堀川寺ノ内
四条大宮
四条河原町
三宝寺(京都府)
北木ノ畑町
錦林車庫前
高木町(京都府)
旭ケ丘(京都市)
南横大路［さすてな京都］
上鳥羽
烏丸一条
油小路丹波橋・アクト京都前
銀閣寺前
鈴虫寺・苔寺道
原谷農協前
妙心寺前
久世橋西詰
知恩院前
西賀茂庄田町
高田町(京都府)
右京の里
一本松(京都府)
桂坂センター前
九条七本松
桂駅西口
烏丸今出川［地下鉄今出川駅］
太秦広隆寺前
久我
船岡山
岡崎公園　美術館・平安神宮前
京阪淀駅
乾隆校前
納所町
西京区役所前
洛北高校前
七条西洞院
山科西野
等持院東町
大枝山町東
国際会館駅前
川端二条
龍安寺前
太秦映画村道
東北園町
堺町御池
富ノ森
吉祥院堂ノ後町
河原町松原
上賀茂小学校前
梅小路公園・京都鉄道博物館前
北大路堀川
中ノ橋五条
中桂
東山仁王門
太秦東口(京都府)
下津林中島
新間ノ町二条
国道沓掛口
四条河原町南〔よるバス〕
高原町(京都府)
吉祥院運動公園前
野々神町
赤池(京都府)
嵯峨中学前
桂御陵坂
北福西町一丁目
奈須野
嵯峨小学校前
下鴨東本町
京橋(京都府)
大宮小野堀町
紫野上野町
内田町
下津林六反田
原谷口(京都府)
植物園北門前
牛ケ瀬(京都府)
下総町
七本松仁和寺街道
千本鞍馬口
城南宮東口
桂坂口
塔ノ下町
泉涌寺道
高橋南(京都府)
新町御池
山ノ内御池
東竹の里町
天蓋公園前
千本十条
パルスプラザ前
柊野
月読橋
八条大宮
梅津石灘町
上桂御正町
猿田彦橋
教育大学前(京都府)
東側町
烏丸松原
釈迦谷口
西大路九条
衣笠校前
一乗寺木ノ本町
大宮大門町
松ヶ崎大黒天
五丁橋
叡電元田中
工業団地前(京都市)
吉祥院西ノ茶屋町
